candidate,accuracy,roc_auc,log_loss,brier_score,calibration_error
fixed_32,0.6882889687727154,0.7593466932698498,0.580322923737205,0.19892091175085191,0.013507290491145792
user_64_32,0.6880481163630512,0.7588897935467642,0.5806508671314299,0.19906140986987358,0.015104699118272027
current_80_40,0.6871230232778545,0.7588228740824244,0.5806806688265255,0.1990888080885827,0.014418940168963645
