policy,accuracy,roc_auc,log_loss,brier_score,calibration_error
fixed_32,0.6882889687727154,0.7593466932698498,0.580322923737205,0.19892091175085191,0.013507290491145792
hard_switch_30,0.6872187541988282,0.7590908953987202,0.5805082665524592,0.1990009286681392,0.01375213548700475
